Epoch: [0][103/596], lr: 0.00025	Time 0.533 (0.607)	Data 0.000 (0.039)	Loss 1.8258 (3.7618)	Prec@1 62.500 (23.498)	Prec@5 87.500 (46.394)
Epoch: [0][104/596], lr: 0.00025	Time 0.531 (0.606)	Data 0.000 (0.038)	Loss 1.7639 (3.7427)	Prec@1 62.500 (23.869)	Prec@5 81.250 (46.726)
Epoch: [0][105/596], lr: 0.00025	Time 0.534 (0.606)	Data 0.000 (0.038)	Loss 1.7737 (3.7242)	Prec@1 56.250 (24.175)	Prec@5 81.250 (47.052)
Epoch: [0][106/596], lr: 0.00025	Time 0.507 (0.605)	Data 0.000 (0.038)	Loss 1.0657 (3.6993)	Prec@1 68.750 (24.591)	Prec@5 87.500 (47.430)
Epoch: [0][107/596], lr: 0.00025	Time 0.507 (0.604)	Data 0.000 (0.037)	Loss 1.3403 (3.6775)	Prec@1 56.250 (24.884)	Prec@5 93.750 (47.859)
Epoch: [0][108/596], lr: 0.00025	Time 0.508 (0.603)	Data 0.000 (0.037)	Loss 2.1085 (3.6631)	Prec@1 50.000 (25.115)	Prec@5 81.250 (48.165)
Epoch: [0][109/596], lr: 0.00025	Time 0.506 (0.602)	Data 0.000 (0.037)	Loss 0.9157 (3.6381)	Prec@1 81.250 (25.625)	Prec@5 93.750 (48.580)
Epoch: [0][110/596], lr: 0.00025	Time 0.507 (0.601)	Data 0.000 (0.036)	Loss 0.8227 (3.6127)	Prec@1 75.000 (26.070)	Prec@5 93.750 (48.986)
Epoch: [0][111/596], lr: 0.00025	Time 0.507 (0.600)	Data 0.000 (0.036)	Loss 1.3252 (3.5923)	Prec@1 62.500 (26.395)	Prec@5 87.500 (49.330)
Epoch: [0][112/596], lr: 0.00025	Time 0.535 (0.600)	Data 0.000 (0.036)	Loss 2.0617 (3.5788)	Prec@1 43.750 (26.549)	Prec@5 68.750 (49.502)
Epoch: [0][113/596], lr: 0.00025	Time 0.508 (0.599)	Data 0.000 (0.035)	Loss 1.3287 (3.5590)	Prec@1 62.500 (26.864)	Prec@5 93.750 (49.890)
Epoch: [0][114/596], lr: 0.00025	Time 0.507 (0.598)	Data 0.000 (0.035)	Loss 1.3140 (3.5395)	Prec@1 56.250 (27.120)	Prec@5 100.000 (50.326)
Epoch: [0][115/596], lr: 0.00025	Time 0.533 (0.598)	Data 0.000 (0.035)	Loss 1.0249 (3.5178)	Prec@1 68.750 (27.478)	Prec@5 93.750 (50.700)
Epoch: [0][116/596], lr: 0.00025	Time 0.518 (0.597)	Data 0.000 (0.034)	Loss 1.0561 (3.4968)	Prec@1 81.250 (27.938)	Prec@5 87.500 (51.015)
Epoch: [0][117/596], lr: 0.00025	Time 0.532 (0.596)	Data 0.000 (0.034)	Loss 1.3879 (3.4789)	Prec@1 62.500 (28.231)	Prec@5 81.250 (51.271)
Epoch: [0][118/596], lr: 0.00025	Time 0.510 (0.596)	Data 0.000 (0.034)	Loss 1.3555 (3.4611)	Prec@1 75.000 (28.624)	Prec@5 100.000 (51.681)
Epoch: [0][119/596], lr: 0.00025	Time 0.531 (0.595)	Data 0.000 (0.033)	Loss 1.1981 (3.4422)	Prec@1 62.500 (28.906)	Prec@5 100.000 (52.083)
Epoch: [0][120/596], lr: 0.00025	Time 0.513 (0.594)	Data 0.000 (0.033)	Loss 1.5664 (3.4267)	Prec@1 56.250 (29.132)	Prec@5 87.500 (52.376)
Epoch: [0][121/596], lr: 0.00025	Time 0.531 (0.594)	Data 0.000 (0.033)	Loss 1.2074 (3.4085)	Prec@1 87.500 (29.611)	Prec@5 93.750 (52.715)
Epoch: [0][122/596], lr: 0.00025	Time 0.532 (0.593)	Data 0.000 (0.033)	Loss 0.5521 (3.3853)	Prec@1 75.000 (29.980)	Prec@5 100.000 (53.100)
Epoch: [0][123/596], lr: 0.00025	Time 0.534 (0.593)	Data 0.000 (0.032)	Loss 1.3206 (3.3686)	Prec@1 68.750 (30.292)	Prec@5 87.500 (53.377)
Epoch: [0][124/596], lr: 0.00025	Time 0.507 (0.592)	Data 0.000 (0.032)	Loss 1.0666 (3.3502)	Prec@1 75.000 (30.650)	Prec@5 100.000 (53.750)
Epoch: [0][125/596], lr: 0.00025	Time 0.507 (0.592)	Data 0.000 (0.032)	Loss 1.3374 (3.3343)	Prec@1 62.500 (30.903)	Prec@5 81.250 (53.968)
Epoch: [0][126/596], lr: 0.00025	Time 0.536 (0.591)	Data 0.000 (0.032)	Loss 1.1748 (3.3172)	Prec@1 62.500 (31.152)	Prec@5 87.500 (54.232)
Epoch: [0][127/596], lr: 0.00025	Time 0.511 (0.591)	Data 0.000 (0.031)	Loss 2.2804 (3.3091)	Prec@1 50.000 (31.299)	Prec@5 68.750 (54.346)
